url,source,statut,nb_mots,score_pertinence,date
https://news.google.com/rss/articles/CBMizwFBVV95cUxNSGcxRG9KYUxrZExxc2FyTXhVbWNudVFxUWhCUXZlcGRQdXF5NWwzQ0QzU2JGUmpiLUw0V1lEOTlPWmlST0NfbXdLQ0tJMnJIOHhSMVA1NXVZT1VsYS1Qa2FldWVFa2ZTMThIdXJqVW94SWdFbDFqYlI0VEFMQWJtN1lMeFMxbVNfLXJrVTl2UWF0SWIxcGg1WFhFTVpGY2NMMlNNbjRESkY5eTVjUGFkN2VpRVJmUFQycU5XOU4yX20tVXZwcHhJRjZEZkZ2YlU?oc=5,Ouest-France,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi_wFBVV95cUxQSms4Z2NqaGhtQ3p1bWJCRnUtTkZOSldMVk4tYnNJR182RWpVZ3pkU3ZWTHlveGVTV1hjOERyTXp4eHFqdndxMDN1ZG9QaE9HU3FWdGZqMUs1OWpWRkszWWRHQldrMjQ1Sm82cFlITlVKQUVmcXNVUEJ3b3BkUkpFdVdPSVF1b0s2SmIxTmR4Q1JZZHhDU3luWEw2SlNEWjdKUXRBMHBibHdqZV9vdmsyR2Z1MFJhYWNJMGF1WFpqU0k0OTcwVHRsalFMY1VFZnpfS0hrOWx2a0h2RVFtbTRwaTEtOVdPWjNKMmxkMDJ5Qlk5cW1KOXRvTE13RmotS00?oc=5,RMC,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi4gFBVV95cUxOZFhjeFI3aXNXMUM1Y2thNHRjQTdyZnF2eWd3Z25IcTJvQ1VMR2V1YjJHNGlnODAtWDQwc01CTTJJTkVsV2JEME9DVWktVTRpNG9QQlhDcVFfQ09mUUpqTkt4MGdUWHNjTkxGYlUtYVR3RVlEbkRRZXFyYWVCd0tQQjZCNThwOW1tRTRwRVVaWU1uTUxVZlNybzRuYzZwSG5OU09ER2VNd05uVWliaVVISmtUMllucGVILUp2S0FDNHV5QllZWXloY1lyRV92dExna1NKQy1NN2pha1J5N19kdVNR?oc=5,La République des Pyrénées,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi5wFBVV95cUxPV0xQbHd4LV9EbndUNk5KMWZ2TkxJNjJ3MEs2UElBU05mV25JR3hUd0dIQ2dzeHNyYWpqbUt3S0d6Um1icmRhY0Y5SmZTbEpnUGhrb1NxX3padUN3ejJjeV9hRURNRGl4ZWZkczVlN1dRc2RndXlsQTFyQlVvckNoQWdIRVgydmxUZmJaUHp3QzUySmtzVk1CSFRFdmRhV1c3Z3RxN3d1QzEtTDAyUHRKRFE3Z2R2eHBNclpCZjRmZUFsa2ZvOUZITDJvV2VVMlplMVRJYUJabzhlZndjNWtVUTJqSEcwcjA?oc=5,Ouest-France,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi0wFBVV95cUxNY1E2Z3VpdXFMN1VDTU0zcnZyUFk4a0I2NkdOTkFUSTM2bnN4cWRDMkxZdkV6S3dRRk1ZVldmS3JBY01HUmtBejRXNi1MRnc2ZFVRTUhHazcxMDlEamNxNEZ6Q1BQZHFlNVkxNHc0dHdZajJhaVEyaFY1aWtZdEphbGE4cm9oUVc0MkdnOWlUZ2pWM1A0V1ZNaVRDZ0pySTNReWgyZHZ3TWdaQ3JjT1J3bHNGUlFkZFp6Z0FLV1BaWV9MMDhnX0NqRmhYOHV2UEVNSEpR?oc=5,ici.fr,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMifkFVX3lxTFBBY3IwUElpcG1ybm83VjdUcE1ZbGJPTzZta1NEY2wyT3Q1LUpJcENTN3psMEV6a3JMWHJMVG1kLWdKdHI2WExYWlZHa2FKZ1NCVFdSTy1sRFFTUzh4N1NORHZxcXUtMjg3c3J5STBtUWxXaF9Lc21INmJUcWwyUQ?oc=5,Marie Claire,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi1gFBVV95cUxNalFFdFBpdFRnZExlN3FtV3AzRGRPQmh5M2ExN21kZ1lmUGw2cDFvSTFIMzMwRVNNRUVVVWRBT0ZXVzVjN1NjcEJnZ291V0VjdVdJZ293R05jeFU4bXpPeDEyM2FLUVFMbkNXZGNGMlpzWWViWXNlMFQyM1NnVFNxcFpqSXVkT0tjOGFoUWxEM01KN1ZhR1VSLVFKV3BKUERVOTZzMzNxVzlvQllhenQ3NlhrZGE0ZFh4cGtYTDlMU1RfZk83Qy1uNjhJczhlQVRNMEhhdW1B?oc=5,Le Figaro,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdXdXZzYwTWdHZkJ1cDIxWXZIR0dYellWQzJhMV9tWkFLZ1ZPZ1FYZHpfVU0yNWlyYlJZOU93cTFDM1FiUzg5czhLdzI3TWl6NFZoeUV3RTZrQno2OV9JcWN0c05BYWdCeFlKQnZKQTB5OTNxVllfYmtWT0JqNktER1VsQ0ZVWGc4aDEwNlIzeXdpODJtNmtZcS1YWVkzQktLUTV4RjBRLXBnZ1U?oc=5,Le Bien Public,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMikAFBVV95cUxPN1FWNVI4SE1vUTFrNXdTZm1EcE1XUEp3alpCbkNfMnFJLVFjcmN6Y1NfemhJemRaNURub1lnY3BWOTZ1Tk9sYXFXMHhzVW5Ka3p4dDhOaFNfX3JKNWNZZ0ZzTWJoTVU0NU5YVTh2NVRweEhkVFNRWTI2ck9nbkN4V3lxcGMwWi05MnJSOHhrZGQ?oc=5,Le JSL,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi_AFBVV95cUxNbFZnWm10Wkl5NHZjeFFoR1RMNmtVVnRwdHVSdXZMUFY2RVlVVW5iZnduZEs4cEU1cGR4aVdpSWtIVm1DNWxNR3dfejdDbU9ad3FYbGtHb3lTSXlKU1lpaExfdVpLMkJNZFhmcTdHYVk3azZnRXN6WFJ2N3Y5NWltSy05MmZicFVtWnBqY0xnTVRWdnFDZmhxQWsyM0dtY3VHclBpUnpBQnhwVjBNbTZubVVER3E0UDNoeGtnTnlrb3EyV0RudVZ5RWU5WFhsbS1hU2FDZTBJSm9mNVJFcmpHeURKQS1hYlpMc2hqZkpqNFZIalJTY2hkdFNScTQ?oc=5,ladepeche.fr,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMivAFBVV95cUxOcUhIV3BwLXdwYkR4RkUzOXlrQzJHakNBRzE4SGJ3OVY3blFmSjFwODNIZzRJY1lJWTJUOHpoRkstYUZiVEJmdDc2eGRhTHh5ZzctTThmV1ZEY0tDRDMyaTZOLTJmUV9sLUNjWnZsOXd0STdmb2dJbGhnTlpXaUhQYnhCeG5lMURyZmNLTUhrRER6Mng2R3h5MFFrQWhSZkVpTVA0enE1c2tvZVNQNG93akFRZE9tQTdNeV9JdQ?oc=5,programme-tv.net,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMilgFBVV95cUxORTVJZG9KYzlUcjBmVDB0MXlGclNiTmJWR1c2dVZmQm43MkhISEV2VlVpZkRoaWM0bHQyVWt3QWR6MHBVOHVMelNJUUxSdXVDQmJSVi15MnkyUThmWXg2SHBQWW03bHVBM2tTdGZaX0FHXzhxaE9HeUZFMGNiTlhlNlJjZ1JNbnFFc2hXZ3REOHJ5bW4xcHc?oc=5,Sud Ouest,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi3AFBVV95cUxQY0xuSE1JMGQ4Z2FsdUpoY3U3RHljejNUa1lYSDI2bHB4bmdpXzNWbzRCaWo0WWJSeHBPc2poaFhkSENqeEJDR2hoRUtEMDB3c25pMWdCVHFNWGtKbVlDSjd6V3MxbkNmQ0NfR0ZIeGczdXh3NkpEcW5fMVRFeV9jOXphT3c5bWUzaVRGOC14SkF5blBpcGJLbXhSWGIyTU5XdzQ1a2otVXRsd1BnRVJsMDgxZnNKUUtOcVA3eVV2WEtQR012ZmVYTE1BMXhyNGRJdFl0c28tNm5VRVIw?oc=5,L'Humanité,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi3wFBVV95cUxQX185cjkyaHNKdmdfSldxZVhoS09UcGRUOEVTMnpBeVdqYmtENTIwUVdJZl8zNGZwRURnUjRmQ2JTVjJCV3pDSWsxWVdqRzB5RWZlcmJ4TW9ZRWhoUExIS2JUV2RwWW9yaWhJTXlsWmJLbEhNTWlSenBDX1JuWm9tNHh0bnA3RE1YaTUyd2ZPV0VHU1RxYmozWHdfdzE1Qy1COWVjYmc4Z0xlN0hCQ2VLTHN1c3BCNGRqVWRjS1l0M3AwNEV6M0pnd1RyVHQ0QmJwcUJKLS1YTmR2aXA1Ml8w?oc=5,larenaissancehebdo.fr,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMiwwFBVV95cUxNR093YW5MVnotY0NoMlBNMklrV1hsZ0syejJTYURrNmU4VV9jMEhodVZSSTZ4dnRLQ0VfOXo0cHFjWEYtcVJvUVVVN2hGQk11SW1fMlIzNy1MV3haNzc0ckNZWTNMLWxhY0hkeDRPeGF5dTN4dm9RX1Q1RG8xb0pETU5Lai1zVzZGVi1mdUQ0QzFueHMybUdueDFVb2xHLUZSVHNpQ3dXNUR2UC1UYU5KTHVlMS1POE5LWmdHNHJxeDRSTU0?oc=5,Le JSL,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi4wFBVV95cUxPUlVsOFVOcjl6QjA2cjBwR3gwRDYzRGxOQjhGVTBpWC1MLVByWjZUd0gtaEtnY3dLbXZBYnBWZFVsMHF4X3dRZWhhYXZPZ1dLbmplREVFaGlLVlUxaGZscjlJM0JreHZrSC1JcTRnalA1N0NqWFF6UWJ3dlJqT19NTnd2OWdneXpmeHFveUQtNVE3Uy1HYmlENU5XNWt2ZlpFeHVSWk8ybXQwT1QxaDFCOFJwbFhZQzJPM3dRVnZpYnJ4NHRtRmllQ19vdFhNRVZCVmhSR3lBMFZ6dFQ4ekcwSWFqYw?oc=5,ici.fr,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMirAFBVV95cUxNeUY3RVNmcmtXX096WnVtMl9hcWtHdG5seVlYcGtIMnVVQkNobnRpa3BtWHFXMk05Vi1IUmk1TllpdkRhdERQUG9rR0pOUG9McDdWSmdvck9ELTlhWU5NQUdyakhucTB0YUNNUHhIQmc4bDF3MDFOZ0d1ZmFCSDhuclRDSXJfUDVLd1hldm5mTUM4TFFRRmV2VjBpMnU5UWRhVUlreGQ5MGs5NjBy?oc=5,Le Bien Public,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMitAFBVV95cUxPbDFhT1d3c2lUTDNLVlBqa1JvXzR1bVFKcHNyT05USkZtZjRiblh4elBRT1A1SjhESGtMb2R2MnFVX3o0bkoyYTBpMG0wcFEyYkgzLWVSbmw1YVNUbU1IWXVSQ3BKeW9BcEh0Nm9jeGxhTndDeVRlRjRBYS1HdW9PRllYVzA0a2ZrYWdZVjhVM2lwRUJnc2JQakxJeUFCaVZlQU02VTM0OHhmOFFiSThfazJOS2s?oc=5,RTBF,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi1gFBVV95cUxNdFEtazFMMVF3S2szU3JNdnhWZmdOYm1zYklxNnQ2RTVvWDZsNFFiY0QzV3Yzc0dkMU1tR1paUEF6aDYtbnBrcnM4cmhlUm8tZWlfRXpHX1pHTXltTFpSajJaaE9ZOGtBNjlVQzFrR0JRN2FjZDVFeTZxVnBNMnlCcGx5WFphYUdtSENneEw1T1hqSXhxa3NBOXJsT3JfZlZERXZNaTg5NmZ6Vm1iN0oyRV9tZXNuNlhaN05KaFJ1eHoxT1pGS21zV25vMHZ1WEh5c0M3SVpR?oc=5,Marie Claire,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi1wFBVV95cUxORHFlX2pYMEJZZUlzU0pKRnFHMW9hbE1EWDFiVFE5Z0pUNTF1dzBYNVRuMHhtbXpJZzVKQnZydUR5NklYRGhnbDVOaEJTVHRvTTh6cUF1cXVvalZDRWMyOTJURFdibDJEeG1PT1RrU2JwM3g4SUhYbWJlcXNEWXZwRTdDcnBtN1RtOG5NdTNYX29OQTNDaGNrdmVBVk5PQkloWGYtTnZIVzJGWnNucnluV0cwdzdCeGZZcUJGVk1xaDk4VS13Yy1NWXhKOEtuWTMwUm1JNHByNA?oc=5,Madame Figaro,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMiuwFBVV95cUxPN1JzOTdKS3ViMHRVX2FFc3JYQzFRTF9VMTgzRUs1cUtLbUN2ZG5HVmNHMlljOU1rVFozeXBxNmh6bG51cU53OVcyS2E1UEdzMUdKWVFSMDNVQ2dZUlBuLThxQjRHcXZ5Y3dXWEtZR21YaGlpcTM4bDE3ZHNOOU9nM2RlV1NtOTNrQkRZbGJaQ3hfSEM3YXoxX19rRVZtOG5kV2VnQk1veXVwSGhWcHNZUVdUUnFQMjdzOUxR?oc=5,Le Bien Public,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMitAFBVV95cUxORTk5amlmUDlnLU9LNDVSTXc1MzNuM2VjWnFpTzQ3aWxNSkpydEp1VGYybXdtdkZNd3E0OUpOUGZoMGxFdFpHZGozYksyM2VGTGQ1UjBYc0MtczhxYlhhZ0ZmdnNldVpCdkRnY0p2MF9Rd1NPV2NUcHQxVkY3OWxXVHN6bVhSNDV0NFllN25xbnFYOXczXzgtdU5tR2FDNFZzcjVvRkZvSmpPanRlc2RBcVpScnU?oc=5,Le JSL,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi1AFBVV95cUxORmc1VFFYcy1ScXdMZURpUEhWVlhNZmw0NEMwV2VYR2FIWi03d1hHcWNVSzJaSThnVE9QOExiRmJPRHJheVpFWjI3RFBCWldOZVk3RURCeGU2U1BHTVlPOGllbkliRF9DRWViREFIY05iRU44cUF1dUtOQzlvc0xqeHRrZk16eHZ6eXRlblcySm03Zlk3YkFvZHFFZjFBXy1LZ3psX05ON2hJZ2wwa2pvSEZaWVp2aTRKdGhES2dBTk94VHV0X2dSNGNjWHN0T3pjX3cyUw?oc=5,Marie Claire,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMitAFBVV95cUxQZXhkczZVT3pNVkVMaHVHTXd4TkNkTU9GTEpxS2xYcTFTYklLbi1GbC1VQ0xBaXZnNGZac0dSYmY3dHBNSjJ1dTdOOG5BZ0RMWkF0ZjRLTlF4MG5vYTdScDFKZWpSVnVncC1XLXc3RktobjI4Y3ZxMk4ydHBXckVQR3U4M2Z6U2FtcHVqRkVvS3djTGNSeEQyWkhNMDJOVnloeWdEMzcyTW8tdy1RcFlIZ0kxdFI?oc=5,Le JSL,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMi0gFBVV95cUxOYjRzRDRGSzRNS0ZMa3p1b1kyOFp2X1ZYR3prMmVpUU52LW9DQWZzSFQ4cjFmdlZTVTZ3cHYtRHdNTkU0dEt2OWVTTWxmc0ZkMlRraUo5ZG5BQ1hQb0dUc2t3UFE0bmI4MkJ0SklNT0k2LV85SDZGODVZTFo2endxQ1pPRmV6Y2JRZVd5My1qMlFCNEE0VkxoWlcxQkNyc0FjNTdfNko5OHE4RVpkM3Fpc3RHSGpwUk1kbnlxQ3V5bXN5NUM0QUhDZGh1YUN6UnUzanc?oc=5,Le Dauphiné Libéré,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMiwAFBVV95cUxOR0cxWWN2aEtZTk9DdWhaYi15VFkyM0QzMzg0Vi1IN3Bob3FKMjlTSlFWU1JQM3hGeUF1WnNfU0hHbDB4TVNJQ2MyeHBrajVIRGFMeU9PZlJCLUl1LTRjUlBLSUtickdsSjR0UnJKbm5USVpNeUEzQ3FvMlk4LWRHaEVWSVA2UGxlNkFmd1NYSGItX1c5SDJ3Q09oTHh0RHc1Q2RWU25JcGRfNHdVNURJLVR4MFZ5MFcwWjJVSGdRSjI?oc=5,Le HuffPost,hors_sujet,627,0,2026-06-09
https://news.google.com/rss/articles/CBMiogFBVV95cUxNRVJYdklGemtxT2xEWFBUUkhuRDBzLTVrcU1odUcwT2VmSnZPczZlV1gySXdya2xyU3E3YXpGUUZSb1ZqZ0tXR0ZTdEI5Q0FmVTNmbHVkZEswS3ZWOXVUVGZraG9oRl9BMG1lbjE4OEhtYUFuMlNTMEJLNVgxdnFFNDVseGJ0d2lIa1BONkh4UDhIeGx0T3RGSVBwaUhxRDNoOXc?oc=5,Legit.ng,hors_sujet,627,0,2026-06-09
https://fr.news.yahoo.com/t%C3%A9moignage-gla%C3%A7ant-val%C3%A9rie-bacot-victime-043000086.html,Yahoo Actualités,retenu,581,4,2021-05-26
https://www.europe1.fr/culture/jai-dit-je-taime-au-cinema-comme-je-nai-jamais-ose-le-dire-dans-la-vie-confie-sylvie-testud-4139013,Europe 1,retenu,359,4,2022-10-08
https://www.sudouest.fr/justice/la-mere-de-valerie-bacot-depose-plainte-contre-sa-fille-et-son-editeur-pour-diffamation-4166139.php,Sud Ouest,retenu,349,4,2021-07-15
https://www.republicain-lorrain.fr/culture-loisirs/2023/12/04/la-comedienne-sylvie-testud-tout-le-monde-savait-aide-a-ouvrir-les-yeux,Le Républicain Lorrain,trop_court,134,0,2023-12-04
